Id,type,image,URL,Content,Timestamp,Views (Organic),Impressions (Paid),Reach (Organic),Reach (Paid),Likes,Saved,Comments,Shares,Interactions,Engagement,Posts clicks (Paid),Post Interactions (Paid),Spend
"3802412612534362857_2020183519","FEED_IMAGE","https://scontent-lhr6-1.cdninstagram.com/v/t51.82787-15/609793424_18524342410071520_7031775963057894409_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DM2UifQ%3D%3D&_nc_eui2=AeFo9vvD5TA3b2ENzO6t3UJFregYmJ2_nRSt6BiYnb-dFMaL80ZwLb4Lr2l5FzVh3KU&_nc_ohc=tf9BRsPYSU4Q7kNvwEeb7dj&_nc_oc=Adk-tJFpVZNt3GN2vs4RQsh5byZyUFSi690CWQUjeH-jfZDgWC9PpQ42EOsDQcOLiJE&_nc_zt=23&_nc_ht=scontent-lhr6-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=Ic8Q1qNBtlqfbvqZ0KhAEA&oh=00_AfoWwbbupdmzbjvsegaV72gZEqtMMZpA5lLZ_L1HwAl5pw&oe=69630979","https://www.instagram.com/p/DTE4iADk2Lp/","Enak deh pokoknya buat motor matic ring 12. biar tahun baru, ban baru. jadi makin #MelajuTanpaRagu

#BanAndalanSegalaMotor",2026-01-04 12:02,"5394",,"2504",,"104","7","6","6",123,"4.91",,,
